Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,25.000000 ,40.000000 ,60.000000 ,85.000000 ,125.000000 ,175.000000 ,225.000000 ,275.000000 ,350.000000 ,450.000000 ,550.000000 ,650.000000 ,775.000000 ,925.000000  
12/04/2014 20:00,735701.833333,3.083333,1,1,1,0.200976,0.201094,0.200999,0.200526,0.198928,0.281023,0.295769,0.185895,0.187333,0.187328,0.187308,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 21:00,735701.875000,3.125000,1,1,1,0.200928,0.201044,0.200948,0.200470,0.198869,0.281101,0.295870,0.185823,0.187327,0.187328,0.187309,0.187307,0.187306,0.187305,0.187304,0.187300 
12/04/2014 22:00,735701.916667,3.166667,1,1,1,0.200879,0.200994,0.200896,0.200416,0.198815,0.281176,0.295971,0.185753,0.187320,0.187328,0.187309,0.187308,0.187306,0.187305,0.187304,0.187300 
12/04/2014 23:00,735701.958333,3.208333,1,1,1,0.200831,0.200945,0.200845,0.200362,0.198767,0.281246,0.296070,0.185683,0.187314,0.187328,0.187309,0.187308,0.187306,0.187305,0.187304,0.187300 
13/04/2014 00:00,735702.000000,3.250000,1,1,1,0.200782,0.200895,0.200794,0.200309,0.198724,0.281314,0.296167,0.185615,0.187307,0.187328,0.187309,0.187308,0.187306,0.187305,0.187304,0.187300 
13/04/2014 01:00,735702.041667,3.291667,1,1,1,0.200734,0.200846,0.200744,0.200257,0.198685,0.281379,0.296264,0.185548,0.187299,0.187328,0.187309,0.187308,0.187307,0.187306,0.187304,0.187300 
13/04/2014 02:00,735702.083333,3.333333,1,1,1,0.200685,0.200797,0.200693,0.200206,0.198650,0.281441,0.296359,0.185482,0.187292,0.187328,0.187309,0.187308,0.187307,0.187306,0.187304,0.187300 
13/04/2014 03:00,735702.125000,3.375000,1,1,1,0.200637,0.200748,0.200643,0.200156,0.198617,0.281501,0.296453,0.185417,0.187284,0.187328,0.187309,0.187308,0.187307,0.187306,0.187304,0.187300 
13/04/2014 04:00,735702.166667,3.416667,1,1,1,0.200588,0.200698,0.200594,0.200107,0.198588,0.281559,0.296545,0.185353,0.187276,0.187328,0.187309,0.187308,0.187307,0.187306,0.187304,0.187300 
13/04/2014 05:00,735702.208333,3.458333,1,1,1,0.200539,0.200649,0.200544,0.200059,0.198561,0.281615,0.296636,0.185290,0.187268,0.187328,0.187309,0.187308,0.187307,0.187306,0.187304,0.187300 
13/04/2014 06:00,735702.250000,3.500000,1,1,1,0.200479,0.200588,0.200483,0.200001,0.198525,0.281652,0.296709,0.185228,0.187260,0.187327,0.187309,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 07:00,735702.291667,3.541667,1,1,1,0.200267,0.200376,0.200271,0.199793,0.198339,0.281481,0.296574,0.185167,0.187251,0.187327,0.187309,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 08:00,735702.333333,3.583333,1,1,1,0.199814,0.199923,0.199820,0.199346,0.197914,0.280995,0.296120,0.185105,0.187242,0.187327,0.187310,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 09:00,735702.375000,3.625000,1,1,1,0.199132,0.199240,0.199138,0.198670,0.197255,0.280214,0.295367,0.185041,0.187234,0.187326,0.187310,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 10:00,735702.416667,3.666667,1,1,1,0.198250,0.198358,0.198258,0.197796,0.196393,0.279203,0.294380,0.184975,0.187224,0.187326,0.187310,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 11:00,735702.458333,3.708333,1,1,1,0.197106,0.197212,0.197114,0.196658,0.195261,0.277822,0.293017,0.184904,0.187215,0.187325,0.187310,0.187308,0.187307,0.187306,0.187305,0.187299 
13/04/2014 12:00,735702.500000,3.750000,1,1,1,0.195832,0.195936,0.195840,0.195390,0.193990,0.276250,0.291460,0.184829,0.187205,0.187325,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 13:00,735702.541667,3.791667,1,1,1,0.194506,0.194609,0.194513,0.194068,0.192656,0.274582,0.289800,0.184750,0.187195,0.187324,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 14:00,735702.583333,3.833333,1,1,1,0.193225,0.193325,0.193230,0.192788,0.191355,0.272946,0.288169,0.184665,0.187185,0.187324,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 15:00,735702.625000,3.875000,1,1,1,0.192085,0.192183,0.192088,0.191647,0.190187,0.271493,0.286720,0.184576,0.187174,0.187323,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 16:00,735702.666667,3.916667,1,1,1,0.191135,0.191231,0.191136,0.190693,0.189203,0.270296,0.285526,0.184484,0.187163,0.187323,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 17:00,735702.708333,3.958333,1,1,1,0.190405,0.190499,0.190402,0.189956,0.188434,0.269391,0.284626,0.184390,0.187152,0.187322,0.187310,0.187309,0.187307,0.187306,0.187305,0.187299 
13/04/2014 18:00,735702.750000,4.000000,1,1,1,0.189943,0.190035,0.189937,0.189486,0.187932,0.268859,0.284101,0.184296,0.187140,0.187321,0.187310,0.187309,0.187308,0.187306,0.187305,0.187299 
13/04/2014 19:00,735702.791667,4.041667,1,1,1,0.189798,0.189888,0.189788,0.189331,0.187747,0.268793,0.284045,0.184202,0.187128,0.187320,0.187310,0.187309,0.187308,0.187306,0.187305,0.187299 
13/04/2014 20:00,735702.833333,4.083333,1,1,1,0.189764,0.189853,0.189750,0.189286,0.187678,0.268889,0.284154,0.184109,0.187116,0.187320,0.187310,0.187309,0.187308,0.187306,0.187305,0.187299 
13/04/2014 21:00,735702.875000,4.125000,1,1,1,0.189729,0.189817,0.189711,0.189240,0.187617,0.268980,0.284263,0.184019,0.187104,0.187319,0.187311,0.187309,0.187308,0.187306,0.187305,0.187299 
13/04/2014 22:00,735702.916667,4.166667,1,1,1,0.189694,0.189780,0.189672,0.189194,0.187562,0.269068,0.284369,0.183930,0.187091,0.187318,0.187311,0.187309,0.187308,0.187306,0.187305,0.187299 
13/04/2014 23:00,735702.958333,4.208333,1,1,1,0.189659,0.189744,0.189633,0.189149,0.187512,0.269153,0.284475,0.183842,0.187078,0.187317,0.187311,0.187309,0.187308,0.187307,0.187305,0.187299 
14/04/2014 00:00,735703.000000,4.250000,1,1,1,0.189624,0.189708,0.189594,0.189104,0.187467,0.269234,0.284579,0.183756,0.187064,0.187316,0.187311,0.187309,0.187308,0.187307,0.187305,0.187299 
14/04/2014 01:00,735703.041667,4.291667,1,1,1,0.189589,0.189671,0.189555,0.189060,0.187427,0.269313,0.284682,0.183672,0.187051,0.187315,0.187311,0.187309,0.187308,0.187307,0.187305,0.187299 
